Date,AAPL,GOOGL,AMZN,MSFT,JPM,V,JNJ,PG,XOM,T,BAC,WMT,INTC,PFE,VZ,KO,TSLA,MRK,DIS,UNH,HD,ADBE,CMCSA,PEP,CSCO,NVDA,NFLX,ABT,NKE,CVX,ACN,TMUS,BMY,LLY,TMO,IBM,MCD,ORCL,UPS,MDT,COST,PM,AVGO,SAP,HON,NEE,TXN,MO
2011-07-27,12.15994921634664,15.444945335388184,11.219499588012695,21.947463632739215,29.596682070827235,20.269619571387818,46.743970602308714,44.549095477149805,51.98468777152314,9.442648250708777,8.242079987599672,40.88888988601144,15.678958544572113,11.966506962545552,20.90939623364293,23.711488082759672,1.899999976158142,22.862165619741457,35.530462850588385,42.11795328191444,27.580194255441427,29.459999084472656,9.941640360000983,45.24125381763959,11.2134486975851,3.257129645570413,38.5099983215332,19.60729886989501,19.567111324967584,66.11739329925375,48.574167997712685,27.756333875507302,20.297446024476592,27.75245208597581,58.982276522290746,111.92148349679823,63.150068746643704,26.80080022533387,49.611695647132024,27.636436263002583,60.104586945776845,40.34627974615005,26.73148886820497,51.870566641284945,40.638352899844946,10.267544515497283,22.76351920204304,13.038369834835665
2011-07-28,11.88766553686221,15.14489459991455,11.16349983215332,21.48300675039894,29.230317450202296,20.226008026190637,46.36722230548184,43.934180482587436,50.71283938410812,9.452126059802778,8.075907012714909,40.78942963878231,15.554361121965421,11.79494529032868,20.93251096165116,23.670118880413412,1.840000033378601,22.65018324334565,34.74677810811672,41.50996398832908,27.063683132998726,28.43000030517578,9.727839644291297,45.28360312101987,11.24162196178331,3.1676743207566807,37.76142883300781,19.562018711147246,19.334325673143827,64.99246202181774,47.607960116896294,27.159778888297637,20.129178245481583,27.5858773478285,57.436372022922875,111.33733223253512,62.48206945019604,25.865591265084948,48.9631357252049,27.38456832894196,58.85086330405804,40.57769494716979,24.854050705338746,50.74241377973277,39.685709192867066,10.100843345842758,22.23828096132156,13.053403768130115
2011-07-29,11.766847952156526,15.120870590209961,11.064499855041504,21.66406904272918,28.907066072110116,19.700454711269654,46.01891130516962,43.59492563244167,50.12344531657239,9.155266477150052,8.009436879806955,40.38390447655489,15.471292879703496,11.770433700195403,20.400965630236573,23.570138461666513,1.8533329963684082,22.251908948616272,34.38574651944213,40.89363983724286,26.402854929666383,28.0,9.51800280471088,45.043590799630664,11.199361892198073,3.14014908068725,37.2985725402832,19.388437965714694,19.538828316402487,64.10862699477086,47.248628952517684,26.69579471034139,20.220323890395587,27.368607247238806,57.026049188707425,110.84538250695509,61.87874267072683,25.713935121796606,47.8682493723199,27.338771011268857,58.1826807820378,40.47046380453868,24.656038638838847,49.873983778681506,38.54108769193212,10.052447822795942,21.857139525281564,13.113504440480193
2011-08-01,12.07465171229871,15.295796394348145,11.25,21.65618903748566,29.567956262472944,19.96667511557402,46.40275938808789,43.934193650952196,50.14204040728648,9.493180193277842,8.341781519345306,40.39154548183847,15.623581494925379,11.911364032183522,21.001844001018135,23.618397498869896,1.9113329648971558,22.001376157040447,34.103972260894615,41.87643634844564,26.638326319535754,27.950000762939453,9.561555372524717,45.333024518793074,11.326145503109027,3.2456618446352703,38.362857818603516,19.479001684564178,19.671539227866777,65.5673115167237,47.61594094935627,26.563226914627236,20.374577824919577,28.179750012763307,57.827619440472795,112.28427837197154,62.841213808567126,26.09307612869546,48.719045993169324,27.750918588414955,59.54906571444557,40.42530708530716,24.934723177651943,51.26997028164277,39.88510783713315,9.957439584863115,21.97441651351545,13.288820031366017
2011-08-02,12.070703823770929,15.165164947509766,11.015999794006348,21.23897505890032,28.80648493765408,19.507674293687504,45.57110041260062,43.2061901969284,48.95084592862794,9.303697483100885,8.109140602986908,39.97072518949029,15.235933455679602,11.61112943384079,20.70718059921792,23.23912602254518,1.9126670360565186,21.301191562050683,33.51399487420142,39.71929303167622,25.719244815310955,27.510000228881836,9.339833484596555,44.902418790108264,10.995096532369915,3.319061681109961,37.39142990112305,18.97334317757715,19.201603986250017,64.72666505332091,46.73755906430921,21.989646133005003,20.185276070103424,27.39034267468915,54.659518290234324,110.65472595710462,61.79973353908298,25.098892641791437,46.850071543289914,26.400003175403764,58.032534821406564,39.74797924752698,24.09133737554113,48.7458349631553,38.858619890805905,9.878569887208277,21.571280762482214,13.028347956603088
2011-08-03,11.868235739059951,14.871622085571289,10.648500442504883,21.120890859508567,28.56223391229072,19.39980184202659,45.045075504922046,42.944687702903785,48.35524232751109,9.21843083589762,7.884806768256249,39.60345974126074,15.098094290973618,11.16438630811688,20.499190097072148,23.10119973341736,1.8333330154418945,21.134172513954393,32.52776943194055,39.13630112139805,24.959657025089946,27.1200008392334,9.086444073228037,44.711817883040844,10.903529220724627,3.314474616621971,36.78571319580078,18.894101242394978,18.557648571062114,63.991157733687025,46.43412753626449,17.797195357769287,19.68046361963156,26.890625108403576,53.752952005668405,109.25274794452818,61.13173472444295,24.85456103657668,46.3061239422864,25.942060490908354,57.185003423927675,39.46011897094368,23.52664504219701,48.599740110014245,37.89861219613544,9.735171391788619,21.21946169675395,13.083452271250858
2011-08-04,11.82057756363108,14.877376556396484,10.33650016784668,20.884731772398137,28.238971519195065,19.91389014435833,44.50485636950519,42.669035672285105,47.573523502592955,9.215267368605076,7.785104715668619,39.01431366715992,15.007224903240928,11.015691655367451,20.49341205802756,23.36669481917363,1.7673330307006836,20.71020510565075,32.44852091705173,38.80315528716774,24.61785814222534,26.90999984741211,8.884521719777268,45.481258845762945,10.755615701067304,3.3351173380312105,36.72142791748047,18.81862720526965,18.733865195371838,62.291396968900884,46.825403532780804,16.918935762724,19.624380526660023,26.73853927120559,53.26628582922244,108.53324786226239,61.332845392793836,25.14101666483671,46.36190363801255,25.911547504756243,57.32057761073879,39.07627898805639,23.62198033483999,46.944041320934275,37.3521335568342,9.611488792246703,21.1241625933876,13.108496854798947
2011-08-05,11.548291917578975,14.578078269958496,10.233499526977539,20.443889698979415,27.513433289351166,19.585696424975783,44.15654756197822,43.15673237886159,46.537420999258096,9.174214539457129,7.452765435535336,38.70824283157876,14.678703971798765,10.84221788600312,20.302746836753958,22.849503132412668,1.6660000085830688,20.408287192019984,31.515129394434425,37.96196635696239,24.359593260947744,26.399999618530273,8.757829786879523,45.276538214094806,10.50204455307954,3.1447366521359434,35.505714416503906,18.595986721911192,17.950659990957043,60.59164438712088,45.86716596020005,15.742399000333135,19.203701195436903,26.10121496618664,52.3597625666219,105.82761930381905,60.844419041685875,24.711323103479828,46.145706442577804,25.247536772211703,58.32974876206146,38.41025601883261,22.932606888826196,46.02691694355642,36.49548498101867,9.480633131767634,20.64041347484929,12.767887488957449
2011-08-08,10.979133198623671,14.08858871459961,9.819999694824219,19.696041639496077,26.026407452311357,18.401468115689646,43.929090687804184,42.49233667455967,45.12906676354091,8.940517279177556,6.1483229309423,38.86893065531272,14.147472909504927,10.600590404666894,19.63253669126385,22.81847818459782,1.5399999618530273,19.990743835284732,29.991768974455674,36.06302410379177,22.87842492092994,24.770000457763672,8.504438851011273,45.29771783476005,10.14986094203393,2.825905528875646,32.849998474121094,18.603540386781134,17.70482023356858,58.27380422447289,44.07848939781101,14.946994428597964,18.712919606319755,25.724610744049023,50.10772321851518,104.26890346220254,60.068692600751554,23.14422733087434,44.75792001810799,24.934608829317057,56.936463628069944,38.28607613695548,20.981830348318088,43.16189791930747,34.1619027452866,9.30854851557899,19.321061684765326,12.512432406482473
2011-08-09,10.967295775425104,14.03903865814209,9.835000038146973,19.452000315428336,25.415795248185674,18.44049234564893,43.86511837973116,42.77505587800128,43.919264292025844,8.845774831491974,5.832598585451273,37.75182263979822,14.175440198342182,10.544829764244984,19.251206694183733,22.69434451800491,1.6100000143051147,19.52823326852521,29.47223631045376,35.25515183714234,22.240386186825273,24.09000015258789,8.21145435625653,44.831832143915115,9.910376776018824,2.78920405926472,32.4514274597168,18.305437889873833,17.482908029810908,56.61730837203709,42.36165367328544,15.096131153233562,18.691889697535284,25.456643337102957,48.39007353860849,103.42280046775703,59.94660273787761,22.293273281673947,43.32829774198472,23.774505159109797,53.939043370671584,37.58050845616535,20.32913282692855,43.08073750590451,33.41604161065008,9.097034220604227,19.43833848780778,12.31707814940589
